1,Acqusition date (DD-MON-YYYY),acq_date,2011-05-01 00:00:00
1,Country of origin (ISO Standard),country_origin,Indonesia
1,Current status of accession in relation to agreement with the Governing Body of the International Treaty on Plant Genetic Resources for Food and Agriculture,mls_proc,Y
1,Donating country,ss_country,PHL
1,Donating institute/station,ss_station,288
1,GID assigned to the individual plant where the genomic dna for resequencing was isolated.,dna_gid,3364107
1,GID assigned to the rice variety.,variety_gid,4056479
1,GS Accession Number,gs_accno,127098
1,ID assigned to DNA.,box_code,AY46
1,IRGC Accession number,source_accno,7585
1,Reid Soundex code,sound_reid,O.SDB
1,Scientific name,species_reid,O. sativa
1,Scientific name given by collector/donor,species_coll,O. sativa
1,Species code,spp_code,S
1,Status of germplasm,status_acc,AV
1,Sub-population within a sample,pop_code,A
1,Unique ID assigned by the International Rice Information System.,iris_unique_id,IRIS 313-10565
1,Varname soundex code,sound_var,221B36-1-1-1-1::RGC7585-1
1,subpopulation (variety grouping),subpopulation,ind3
1,subpopulation (version 2),subpopulation_v2,indx
1,variety group,variety_type,Indica
1,100-grain weight (gm) - cultivated,grwt100,2.8
1,Apiculus color at reproductive,apco_rev_repro,80
1,Auricle color at vegetative,auco_rev_veg,80
1,Basal leafsheath color at vegetative,blsco_rev_veg,80
1,Blade color at vegetative,blco_rev_veg,60
1,Blade pubescence at vegetative,blpub_veg,3
1,Collar color at vegetative - cultivated,cco_rev_veg,80
1,Culm angle at reproductive,cuan_repro,1
1,Culm diam. of basal internode at reproductive,cudi_code_repro,2
1,Culm diameter (mm) of basal internode at repro.,cudi_repro,5
1,Culm length (cm) at reproductive,cult_repro,144
1,Culm length at reproductive,cult_code_repro,6
1,Culm number (code) at reproductive - cultivated,cuno_code_repro,2
1,Culm number (count) at reproductive - cultivated,cuno_repro,20
1,Culm strength at reproductive - cultivated,cust_repro,9
1,Endosperm type,endo,1
1,Flag leaf angle at reproductive - cultivated,fla_repro,5
1,GRIMS Morpho-Agron data field,wcntrep,7
1,GRIMS Morpho-Agron data field,wcnthph,8
1,GRIMS Morpho-Agron data field,wcntveg,3
1,GRIMS Morpho-Agron data field,wcntnull,18
1,GRIMS Morpho-Agron data field,cnthph,12
1,GRIMS Morpho-Agron data field,cntrep,17
1,GRIMS Morpho-Agron data field,cntveg,6
1,GRIMS Morpho-Agron data field,cntnull,35
1,Grain Width(mm),grwd,2.9
1,Grain length (mm),grlt,9.8
1,Heading (days to 80% fully headed) - cultivated,hdg_80head,118
1,Internode color at reproductive - cultivated,inco_rev_repro,80
1,Leaf length (cm) - cultivated,llt,65
1,Leaf length - cultivated,llt_code,4
1,Leaf senescence,lsen,9
1,Leaf width (cm) - cultivated,lwd,1.5
1,Lemma and palea color at post-harvest,lpco_rev_post,20
1,Ligule color at vegetative - cultivated,ligco_rev_veg,80
1,Ligule length (mm) - cultivated,liglt,15
1,Panicle exsertion at reproductive,pex_repro,1
1,Panicle length (cm) at post-harvest,plt_post,32
1,Panicle length at post-harvest,plt_code_post,4
1,Panicle threshability,pth,5
1,Panicle type,pty,9
1,Sead coat color,scco_rev,10
1,Seedling height,sdht_code,1
1,Seedling height (cm),sdht,27
1,Spikelet fertility,spkf,3
1,Sterile lemma length,sllt_code,5
1,Country of origin (ISO Standard),country_origin,Indonesia
1,GID assigned to the individual plant where the genomic dna for resequencing was isolated.,dna_gid,3364122
1,ID assigned to DNA.,box_code,AY31
1,IRGC Accession number,source_accno,6865
1,Sub-population within a sample,pop_code,A
1,Unique ID assigned by the International Rice Information System.,iris_unique_id,IRIS 313-10550
1,subpopulation (variety grouping),subpopulation,indx
1,subpopulation (version 2),subpopulation_v2,indx
1,variety group,variety_type,Indica
1,100-grain weight (gm) - cultivated,grwt100,2.7
1,Apiculus color at reproductive,apco_rev_repro,80
1,Auricle color at vegetative,auco_rev_veg,80
1,Basal leafsheath color at vegetative,blsco_rev_veg,84
1,Blade color at vegetative,blco_rev_veg,60
1,Blade pubescence at vegetative,blpub_veg,3
1,Collar color at vegetative - cultivated,cco_rev_veg,80
1,Culm angle at reproductive,cuan_repro,7
1,Culm diam. of basal internode at reproductive,cudi_code_repro,2
1,Culm diameter (mm) of basal internode at repro.,cudi_repro,6
1,Culm length (cm) at reproductive,cult_repro,130
1,Culm length at reproductive,cult_code_repro,5
1,Culm number (code) at reproductive - cultivated,cuno_code_repro,2
1,Culm number (count) at reproductive - cultivated,cuno_repro,20
1,Culm strength at reproductive - cultivated,cust_repro,9
1,Endosperm type,endo,1
1,Flag leaf angle at reproductive - cultivated,fla_repro,5
1,GRIMS Morpho-Agron data field,wcntrep,7
1,GRIMS Morpho-Agron data field,wcnthph,8
1,GRIMS Morpho-Agron data field,wcntveg,3
1,GRIMS Morpho-Agron data field,wcntnull,18
1,GRIMS Morpho-Agron data field,cnthph,12
1,GRIMS Morpho-Agron data field,cntrep,17
1,GRIMS Morpho-Agron data field,cntveg,6
1,GRIMS Morpho-Agron data field,cntnull,35
1,Grain Width(mm),grwd,2.8
1,Grain length (mm),grlt,9.7
1,Heading (days to 80% fully headed) - cultivated,hdg_80head,118
1,Internode color at reproductive - cultivated,inco_rev_repro,60
1,Leaf length (cm) - cultivated,llt,65
1,Leaf length - cultivated,llt_code,4
1,Leaf senescence,lsen,9
1,Leaf width (cm) - cultivated,lwd,1.6
1,Lemma and palea color at post-harvest,lpco_rev_post,20
1,Ligule color at vegetative - cultivated,ligco_rev_veg,80
1,Ligule length (mm) - cultivated,liglt,15
1,Panicle exsertion at reproductive,pex_repro,1
1,Panicle length (cm) at post-harvest,plt_post,33
1,Panicle length at post-harvest,plt_code_post,4
1,Panicle threshability,pth,5
1,Panicle type,pty,9
1,Sead coat color,scco_rev,10
1,Seedling height,sdht_code,1
1,Seedling height (cm),sdht,26
1,Spikelet fertility,spkf,3
1,Sterile lemma length,sllt_code,5
2,Acqusition date (DD-MON-YYYY),acq_date,2011-05-01 00:00:00
2,Country of origin (ISO Standard),country_origin,Indonesia
2,Current status of accession in relation to agreement with the Governing Body of the International Treaty on Plant Genetic Resources for Food and Agriculture,mls_proc,Y
2,Donating country,ss_country,PHL
2,Donating institute/station,ss_station,288
2,GID assigned to the individual plant where the genomic dna for resequencing was isolated.,dna_gid,3364106
2,GID assigned to the rice variety.,variety_gid,4056478
2,GS Accession Number,gs_accno,127099
2,ID assigned to DNA.,box_code,AY47
2,IRGC Accession number,source_accno,7600
2,Reid Soundex code,sound_reid,O.SDB
2,Scientific name,species_reid,O. sativa
2,Scientific name given by collector/donor,species_coll,O. sativa
2,Species code,spp_code,S
2,Status of germplasm,status_acc,AV
2,Sub-population within a sample,pop_code,A
2,Unique ID assigned by the International Rice Information System.,iris_unique_id,IRIS 313-10566
2,Varname soundex code,sound_var,221C391-1-3-3::RGC7600-1
2,subpopulation (variety grouping),subpopulation,ind3
2,subpopulation (version 2),subpopulation_v2,indx
2,variety group,variety_type,Indica
2,100-grain weight (gm) - cultivated,grwt100,2.7
2,Apiculus color at reproductive,apco_rev_repro,80
2,Auricle color at vegetative,auco_rev_veg,80
2,Basal leafsheath color at vegetative,blsco_rev_veg,80
2,Blade color at vegetative,blco_rev_veg,60
2,Blade pubescence at vegetative,blpub_veg,3
2,Collar color at vegetative - cultivated,cco_rev_veg,80
2,Culm angle at reproductive,cuan_repro,7
2,Culm diam. of basal internode at reproductive,cudi_code_repro,2
2,Culm diameter (mm) of basal internode at repro.,cudi_repro,5
2,Culm length (cm) at reproductive,cult_repro,114
2,Culm length at reproductive,cult_code_repro,5
2,Culm number (code) at reproductive - cultivated,cuno_code_repro,3
2,Culm number (count) at reproductive - cultivated,cuno_repro,25
2,Culm strength at reproductive - cultivated,cust_repro,1
2,Endosperm type,endo,1
2,Flag leaf angle at reproductive - cultivated,fla_repro,5
2,GRIMS Morpho-Agron data field,wcntrep,7
2,GRIMS Morpho-Agron data field,wcnthph,8
2,GRIMS Morpho-Agron data field,wcntveg,3
2,GRIMS Morpho-Agron data field,wcntnull,18
2,GRIMS Morpho-Agron data field,cnthph,12
2,GRIMS Morpho-Agron data field,cntrep,17
2,GRIMS Morpho-Agron data field,cntveg,6
2,GRIMS Morpho-Agron data field,cntnull,35
2,Grain Width(mm),grwd,3.1
2,Grain length (mm),grlt,9.4
2,Heading (days to 80% fully headed) - cultivated,hdg_80head,127
2,Internode color at reproductive - cultivated,inco_rev_repro,80
2,Leaf length (cm) - cultivated,llt,52
2,Leaf length - cultivated,llt_code,3
2,Leaf senescence,lsen,9
2,Leaf width (cm) - cultivated,lwd,1.3
2,Lemma and palea color at post-harvest,lpco_rev_post,20
2,Ligule color at vegetative - cultivated,ligco_rev_veg,80
2,Ligule length (mm) - cultivated,liglt,16
2,Panicle exsertion at reproductive,pex_repro,1
2,Panicle length (cm) at post-harvest,plt_post,29
2,Panicle length at post-harvest,plt_code_post,3
2,Panicle threshability,pth,5
2,Panicle type,pty,9
2,Sead coat color,scco_rev,10
2,Seedling height,sdht_code,2
2,Seedling height (cm),sdht,36
2,Spikelet fertility,spkf,3
2,Sterile lemma length,sllt_code,5
3,Country of origin (ISO Standard),country_origin,Indonesia
3,GID assigned to the individual plant where the genomic dna for resequencing was isolated.,dna_gid,3362647
3,GS Accession Number,gs_accno,131962
3,ID assigned to DNA.,box_code,AT49
3,IRGC Accession number,source_accno,80233
3,Sub-population within a sample,pop_code,A
3,Unique ID assigned by the International Rice Information System.,iris_unique_id,IRIS 313-12027
3,subpopulation (variety grouping),subpopulation,ind3
3,subpopulation (version 2),subpopulation_v2,ind3
3,variety group,variety_type,Indica
3,100-grain weight (gm) - cultivated,grwt100,2.5
3,Apiculus color at post-harvest,apco_rev_post,70
3,Apiculus color at reproductive,apco_rev_repro,80
3,Auricle color at vegetative,auco_rev_veg,80
3,Basal leafsheath color at vegetative,blsco_rev_veg,84
